scenario_id,source_video,scenario_file,odd_main_category,odd_events,num_odd_events,ego_avg_speed,ego_max_speed,ttc_min,ttc_mean,dto_min_vehicle,dto_min_pedestrian,collision_occurred,num_collision_agents,num_pedestrians,collision_time,collision_type,traffic_density,traffic_density_value,avg_num_vehicles,probability_of_collision,risk_ttc,risk_dto,illumination,visibility,precipitation_visible
scenario_0349__intersection__v4,video_88.mp4,/scenarios/scenario_0349.json,intersection,['interaction_present'],1,50.98,78.29,11.37,12.44,15.38,25.31,False,0,0,,none,high,8.76,8.76,0.3926,0.0,0.692,day,good,False
scenario_0350__intersection__v4,video_52.mp4,/scenarios/scenario_0350.json,lane_change,['interaction_present'],1,32.9,49.99,11.06,12.96,13.44,9.51,False,0,0,,none,low,3.5,3.5,0.2843,0.0,0.731,night,poor,False
scenario_0351__on_road_following__v3,video_33.mp4,/scenarios/scenario_0351.json,roundabout,['none'],0,66.3,110.17,4.81,8.27,13.86,23.43,False,0,1,,none,medium,6.15,6.15,0.3320999999999999,0.038,0.723,night,poor,False
scenario_0352__roundabout__v1,video_89.mp4,/scenarios/scenario_0352.json,intersection,['interaction_present'],1,43.79,73.67,3.2,6.79,14.4,7.88,False,0,1,,none,medium,5.47,5.47,0.4826,0.36,0.712,day,good,False
scenario_0353__intersection__v1,video_125.mp4,/scenarios/scenario_0353.json,lane_change,['none'],0,57.51,93.11,10.88,15.56,12.08,12.48,False,0,0,,none,high,9.55,9.55,0.3874,0.0,0.758,night,poor,True
scenario_0354__lane_change__v1,video_49.mp4,/scenarios/scenario_0354.json,intersection,['none'],0,56.53,68.2,12.12,17.68,9.05,19.37,False,0,0,,none,high,13.63,13.63,0.4057,0.0,0.819,night,good,False
scenario_0355__roundabout__v4,video_126.mp4,/scenarios/scenario_0355.json,on_road_following,['interaction_present'],1,39.96,71.15,10.13,13.33,14.31,17.38,False,0,0,,none,medium,6.8,6.8,0.3392,0.0,0.714,night,good,False
scenario_0356__roundabout__v4,video_27.mp4,/scenarios/scenario_0356.json,intersection,"['cut_in:right', 'crossing_vehicle', 'stop']",3,21.65,60.93,1.75,3.81,0.91,2.46,True,1,2,0:01:48,side_impact,low,2.39,2.39,0.6692,0.649,0.982,day,poor,True
scenario_0357__on_road_following__v3,video_45.mp4,/scenarios/scenario_0357.json,intersection,['interaction_present'],1,56.35,99.03,4.6,7.87,11.78,21.92,False,0,2,,none,high,8.15,8.15,0.4458,0.079,0.764,day,good,False
scenario_0358__lane_change__v4,video_112.mp4,/scenarios/scenario_0358.json,lane_change,['interaction_present'],1,40.8,53.15,11.23,16.03,5.59,25.67,False,0,0,,none,high,9.82,9.82,0.4514,0.0,0.888,dusk_dawn,good,False
scenario_0359__lane_change__v1,video_25.mp4,/scenarios/scenario_0359.json,roundabout,['interaction_present'],1,71.43,78.35,12.7,15.98,16.96,23.87,False,0,0,,none,high,11.36,11.36,0.3833000000000001,0.0,0.661,dusk_dawn,moderate,True
scenario_0360__lane_change__v3,video_95.mp4,/scenarios/scenario_0360.json,roundabout,['none'],0,40.77,75.87,10.1,14.68,15.76,8.07,False,0,0,,none,medium,7.38,7.38,0.3055,0.0,0.685,day,moderate,True
scenario_0361__intersection__v1,video_7.mp4,/scenarios/scenario_0361.json,lane_change,['interaction_present'],1,60.07,66.56,11.85,17.18,11.22,7.09,False,0,0,,none,high,11.68,11.68,0.4178,0.0,0.776,night,poor,False
scenario_0362__roundabout__v1,video_53.mp4,/scenarios/scenario_0362.json,roundabout,['interaction_present'],1,64.44,94.67,6.75,11.62,11.44,15.75,False,0,0,,none,low,0.92,0.92,0.2963,0.0,0.771,night,poor,False
scenario_0363__roundabout__v2,video_82.mp4,/scenarios/scenario_0363.json,lane_change,['none'],0,43.98,79.73,9.88,14.28,18.06,9.97,False,0,1,,none,high,10.28,10.28,0.3517,0.0,0.639,night,good,False
scenario_0364__on_road_following__v4,video_40.mp4,/scenarios/scenario_0364.json,intersection,['interaction_present'],1,44.35,88.81,5.02,6.21,8.6,7.99,False,0,0,,none,medium,6.06,6.06,0.3734,0.0,0.828,night,good,False
scenario_0365__lane_change__v2,video_80.mp4,/scenarios/scenario_0365.json,intersection,"['crossing_vehicle', 'interaction_present']",2,27.97,70.91,0.99,6.25,0.76,17.24,True,1,0,0:02:59,rear_end,low,2.32,2.32,0.7067000000000001,0.803,0.985,night,moderate,False
scenario_0366__roundabout__v4,video_115.mp4,/scenarios/scenario_0366.json,lane_change,['none'],0,49.3,64.82,9.23,13.87,3.9,10.22,False,0,0,,none,high,10.56,10.56,0.4366,0.0,0.922,night,moderate,False
scenario_0367__roundabout__v1,video_101.mp4,/scenarios/scenario_0367.json,lane_change,['none'],0,52.35,66.96,6.08,8.02,9.26,26.1,False,0,0,,none,low,3.01,3.01,0.2845,0.0,0.815,day,poor,False
scenario_0368__roundabout__v4,video_136.mp4,/scenarios/scenario_0368.json,intersection,"['interaction_present', 'cut_in:right']",2,69.88,101.6,1.62,4.78,0.23,2.18,True,2,0,0:01:06,rear_end,high,8.9,8.9,0.7785000000000001,0.675,0.995,day,good,False
scenario_0369__lane_change__v4,video_70.mp4,/scenarios/scenario_0369.json,intersection,['none'],0,48.04,87.8,12.47,17.7,14.64,11.73,False,0,0,,none,high,13.4,13.4,0.3721,0.0,0.707,night,good,False
scenario_0370__intersection__v4,video_22.mp4,/scenarios/scenario_0370.json,lane_change,['none'],0,36.18,80.75,3.4,7.87,4.96,28.06,False,0,0,,none,medium,7.09,7.09,0.4982999999999999,0.32,0.901,dusk_dawn,good,False
scenario_0371__roundabout__v4,video_35.mp4,/scenarios/scenario_0371.json,intersection,['none'],0,50.64,78.66,9.56,11.81,16.78,11.95,False,0,0,,none,high,12.18,12.18,0.3592000000000001,0.0,0.664,night,poor,False
scenario_0372__intersection__v2,video_78.mp4,/scenarios/scenario_0372.json,lane_change,['interaction_present'],1,65.24,100.98,3.14,5.0,6.03,12.08,False,0,1,,none,medium,5.1,5.1,0.5379,0.373,0.879,day,good,False
scenario_0373__lane_change__v3,video_60.mp4,/scenarios/scenario_0373.json,intersection,['none'],0,49.1,85.77,5.61,8.31,5.71,23.37,False,0,0,,none,high,10.14,10.14,0.4258,0.0,0.886,night,good,False
scenario_0374__on_road_following__v3,video_50.mp4,/scenarios/scenario_0374.json,lane_change,['interaction_present'],1,53.09,88.74,6.12,11.09,11.75,28.41,False,0,0,,none,low,1.42,1.42,0.2945,0.0,0.765,day,good,False
scenario_0375__intersection__v3,video_42.mp4,/scenarios/scenario_0375.json,roundabout,['interaction_present'],1,30.33,49.44,4.51,9.19,19.08,8.12,False,0,0,,none,high,9.86,9.86,0.41,0.099,0.618,day,good,False
scenario_0376__intersection__v1,video_89.mp4,/scenarios/scenario_0376.json,intersection,['none'],0,59.87,77.28,3.6,9.03,11.47,22.81,False,0,0,,none,low,3.35,3.35,0.3833000000000001,0.28,0.771,day,good,False
scenario_0377__lane_change__v4,video_45.mp4,/scenarios/scenario_0377.json,on_road_following,['interaction_present'],1,25.14,33.15,10.31,15.5,18.63,28.46,False,0,0,,none,high,11.57,11.57,0.3731,0.0,0.627,dusk_dawn,poor,False
scenario_0378__on_road_following__v2,video_27.mp4,/scenarios/scenario_0378.json,lane_change,['none'],0,31.11,69.29,12.49,17.69,3.77,24.12,False,0,0,,none,medium,7.65,7.65,0.3775,0.0,0.925,day,good,False
scenario_0379__roundabout__v2,video_116.mp4,/scenarios/scenario_0379.json,intersection,['none'],0,59.01,100.56,7.03,11.82,15.35,6.39,False,0,0,,none,high,9.63,9.63,0.3679,0.0,0.693,dusk_dawn,moderate,False
scenario_0380__lane_change__v1,video_125.mp4,/scenarios/scenario_0380.json,roundabout,['none'],0,34.03,61.26,7.44,12.95,4.46,24.32,False,0,0,,none,low,2.62,2.62,0.3133,0.0,0.911,night,moderate,False
scenario_0381__intersection__v2,video_50.mp4,/scenarios/scenario_0381.json,intersection,['none'],0,51.98,90.47,11.41,16.83,2.59,10.1,False,0,0,,none,high,8.02,8.02,0.4444,0.0,0.948,night,poor,False
scenario_0382__lane_change__v2,video_51.mp4,/scenarios/scenario_0382.json,intersection,['none'],0,23.68,47.72,12.69,14.32,10.87,26.55,False,0,0,,none,low,2.79,2.79,0.2749,0.0,0.783,dusk_dawn,good,True
scenario_0383__intersection__v4,video_31.mp4,/scenarios/scenario_0383.json,on_road_following,['none'],0,24.79,65.12,8.95,12.76,19.65,24.97,False,0,0,,none,high,9.3,9.3,0.3421,0.0,0.607,night,poor,False
scenario_0384__intersection__v1,video_128.mp4,/scenarios/scenario_0384.json,lane_change,['interaction_present'],1,24.04,56.45,5.37,7.11,7.22,13.49,False,0,0,,none,high,8.43,8.43,0.4418,0.0,0.856,day,poor,False
scenario_0385__intersection__v4,video_20.mp4,/scenarios/scenario_0385.json,roundabout,['none'],0,27.32,65.03,3.3,8.88,8.09,6.59,False,0,0,,none,medium,4.72,4.72,0.4873999999999999,0.34,0.838,night,poor,False
scenario_0386__roundabout__v3,video_61.mp4,/scenarios/scenario_0386.json,intersection,['none'],0,63.62,70.28,13.2,19.05,2.91,8.75,False,0,0,,none,high,9.61,9.61,0.4426,0.0,0.942,dusk_dawn,good,False
scenario_0387__intersection__v1,video_24.mp4,/scenarios/scenario_0387.json,lane_change,['interaction_present'],1,22.68,35.47,3.15,7.89,19.06,9.32,False,0,0,,none,medium,4.33,4.33,0.4591,0.371,0.619,dusk_dawn,moderate,False
scenario_0388__lane_change__v1,video_48.mp4,/scenarios/scenario_0388.json,lane_change,['none'],0,71.55,77.3,12.86,15.54,4.01,27.37,False,0,0,,none,medium,5.01,5.01,0.376,0.0,0.92,night,poor,False
scenario_0389__on_road_following__v4,video_140.mp4,/scenarios/scenario_0389.json,roundabout,['interaction_present'],1,30.99,71.95,12.07,15.04,16.64,12.04,False,0,0,,none,low,2.05,2.05,0.2651,0.0,0.667,day,moderate,True
scenario_0390__on_road_following__v2,video_68.mp4,/scenarios/scenario_0390.json,roundabout,['none'],0,20.71,32.85,7.6,13.45,9.62,9.36,False,0,0,,none,high,9.46,9.46,0.4024,0.0,0.808,day,moderate,False
scenario_0391__lane_change__v3,video_30.mp4,/scenarios/scenario_0391.json,lane_change,['interaction_present'],1,54.36,95.24,8.31,13.44,2.31,28.61,False,0,0,,none,medium,4.73,4.73,0.4112,0.0,0.954,night,moderate,False
scenario_0392__roundabout__v1,video_60.mp4,/scenarios/scenario_0392.json,roundabout,['interaction_present'],1,42.44,61.73,8.35,9.67,18.11,19.32,False,0,0,,none,high,12.8,12.8,0.3764,0.0,0.638,dusk_dawn,moderate,False
scenario_0393__roundabout__v1,video_27.mp4,/scenarios/scenario_0393.json,on_road_following,['none'],0,30.48,72.95,6.56,8.2,11.42,24.45,False,0,0,,none,low,2.5,2.5,0.2716,0.0,0.772,dusk_dawn,poor,False
scenario_0394__roundabout__v3,video_116.mp4,/scenarios/scenario_0394.json,lane_change,['none'],0,59.69,77.29,7.55,9.1,7.99,23.74,False,0,0,,none,low,2.75,2.75,0.292,0.0,0.84,night,good,False
scenario_0395__intersection__v2,video_46.mp4,/scenarios/scenario_0395.json,roundabout,['none'],0,56.52,96.37,13.48,16.4,6.07,22.81,False,0,0,,none,high,13.65,13.65,0.4237,0.0,0.879,day,poor,False
scenario_0396__lane_change__v2,video_63.mp4,/scenarios/scenario_0396.json,lane_change,['none'],0,39.0,74.79,11.7,17.67,18.91,28.32,False,0,0,,none,high,11.73,11.73,0.3466,0.0,0.622,night,moderate,False
scenario_0397__intersection__v3,video_94.mp4,/scenarios/scenario_0397.json,lane_change,['none'],0,23.13,37.94,11.66,13.99,11.12,19.79,False,0,0,,none,high,8.75,8.75,0.3934,0.0,0.778,dusk_dawn,poor,False
scenario_0398__lane_change__v1,video_60.mp4,/scenarios/scenario_0398.json,lane_change,['none'],0,74.9,100.6,7.54,9.57,9.5,8.97,False,0,0,,none,medium,7.3,7.3,0.3429999999999999,0.0,0.81,day,poor,False
scenario_0399__intersection__v2,video_89.mp4,/scenarios/scenario_0399.json,lane_change,['interaction_present'],1,71.85,101.01,12.57,17.11,17.41,28.73,False,0,0,,none,low,2.19,2.19,0.2606,0.0,0.652,dusk_dawn,poor,False
scenario_0400__roundabout__v1,video_120.mp4,/scenarios/scenario_0400.json,roundabout,['none'],0,54.56,88.72,6.35,8.5,19.48,29.53,False,0,0,,none,low,2.34,2.34,0.223,0.0,0.61,night,poor,False
scenario_0401__on_road_following__v2,video_6.mp4,/scenarios/scenario_0401.json,roundabout,"['cut_in:right', 'interaction_present', 'pedestrian_near_ego_lane']",3,62.73,100.43,0.79,5.83,0.69,20.05,True,2,0,0:02:37,rear_end,high,12.83,12.83,0.8676000000000001,0.842,0.986,night,good,False
scenario_0402__lane_change__v2,video_41.mp4,/scenarios/scenario_0402.json,intersection,['interaction_present'],1,28.91,62.4,13.21,16.34,13.65,5.36,False,0,0,,none,high,12.76,12.76,0.4031,0.0,0.727,dusk_dawn,good,False
scenario_0403__intersection__v3,video_103.mp4,/scenarios/scenario_0403.json,lane_change,['none'],0,22.03,59.59,8.42,9.74,19.67,10.09,False,0,0,,none,high,13.27,13.27,0.3421,0.0,0.607,day,moderate,False
scenario_0404__lane_change__v3,video_84.mp4,/scenarios/scenario_0404.json,intersection,['none'],0,34.55,55.55,12.85,15.5,18.25,5.49,False,0,0,,none,medium,7.17,7.17,0.2905,0.0,0.635,day,good,False
scenario_0405__lane_change__v3,video_24.mp4,/scenarios/scenario_0405.json,roundabout,['interaction_present'],1,60.31,82.06,5.64,6.94,12.01,16.47,False,0,0,,none,low,0.81,0.81,0.293,0.0,0.76,day,moderate,False
scenario_0406__roundabout__v4,video_140.mp4,/scenarios/scenario_0406.json,lane_change,['none'],0,73.77,102.27,12.63,15.09,2.84,15.77,False,0,1,,none,low,0.56,0.56,0.3228999999999999,0.0,0.943,dusk_dawn,good,False
scenario_0407__on_road_following__v2,video_38.mp4,/scenarios/scenario_0407.json,lane_change,['none'],0,51.16,71.26,11.66,14.98,7.46,7.18,False,0,0,,none,low,2.27,2.27,0.2953,0.0,0.851,night,good,False
scenario_0408__on_road_following__v4,video_11.mp4,/scenarios/scenario_0408.json,roundabout,['interaction_present'],1,53.19,95.25,12.92,18.09,9.33,28.9,False,0,0,,none,low,3.74,3.74,0.3089,0.0,0.813,day,good,False
scenario_0409__intersection__v1,video_17.mp4,/scenarios/scenario_0409.json,on_road_following,['none'],0,55.01,65.65,9.76,13.21,2.9,16.76,False,0,0,,none,medium,4.22,4.22,0.3825999999999999,0.0,0.942,dusk_dawn,poor,False
scenario_0410__lane_change__v4,video_75.mp4,/scenarios/scenario_0410.json,intersection,['none'],0,58.51,85.85,9.61,13.59,7.51,15.33,False,0,3,,none,medium,4.52,4.52,0.355,0.0,0.85,night,moderate,False
scenario_0411__intersection__v2,video_50.mp4,/scenarios/scenario_0411.json,on_road_following,['none'],0,48.37,81.03,7.39,8.98,17.23,23.38,False,0,0,,none,medium,6.66,6.66,0.2965,0.0,0.655,dusk_dawn,poor,True
scenario_0412__intersection__v3,video_72.mp4,/scenarios/scenario_0412.json,lane_change,"['stop', 'crossing_vehicle']",2,28.71,49.54,2.2,3.91,0.21,13.38,True,1,0,0:01:18,side_impact,medium,4.96,4.96,0.6728000000000001,0.56,0.996,day,poor,False
scenario_0413__lane_change__v3,video_33.mp4,/scenarios/scenario_0413.json,intersection,['interaction_present'],1,63.15,101.2,11.47,15.92,5.47,11.87,False,0,0,,none,high,10.24,10.24,0.4523,0.0,0.891,day,good,False
scenario_0414__roundabout__v2,video_94.mp4,/scenarios/scenario_0414.json,on_road_following,['none'],0,64.24,107.16,8.11,10.76,10.29,9.85,False,0,0,,none,high,8.46,8.46,0.3982,0.0,0.794,dusk_dawn,moderate,False
scenario_0415__on_road_following__v1,video_95.mp4,/scenarios/scenario_0415.json,on_road_following,['interaction_present'],1,54.69,83.67,11.53,15.19,14.16,28.33,False,0,3,,none,high,11.92,11.92,0.4001,0.0,0.717,dusk_dawn,poor,False
scenario_0416__lane_change__v3,video_28.mp4,/scenarios/scenario_0416.json,intersection,['none'],0,21.93,33.54,11.03,13.55,5.29,6.75,False,0,1,,none,medium,5.25,5.25,0.3681999999999999,0.0,0.894,dusk_dawn,good,False
scenario_0417__roundabout__v4,video_63.mp4,/scenarios/scenario_0417.json,lane_change,['none'],0,53.65,73.55,12.37,14.44,10.79,19.65,False,0,0,,none,low,0.74,0.74,0.2752,0.0,0.784,dusk_dawn,poor,False
scenario_0418__roundabout__v2,video_85.mp4,/scenarios/scenario_0418.json,roundabout,['none'],0,58.37,90.15,9.74,13.16,6.55,16.06,False,0,0,,none,high,13.7,13.7,0.4207,0.0,0.869,night,poor,False
scenario_0419__roundabout__v4,video_95.mp4,/scenarios/scenario_0419.json,roundabout,['interaction_present'],1,22.64,57.24,6.45,8.56,6.66,20.13,False,0,0,,none,high,9.27,9.27,0.4451,0.0,0.867,day,moderate,False
scenario_0420__lane_change__v1,video_35.mp4,/scenarios/scenario_0420.json,intersection,['none'],0,62.35,87.37,4.6,8.21,15.12,24.88,False,0,0,,none,low,1.64,1.64,0.2814,0.08,0.698,dusk_dawn,moderate,True
scenario_0421__on_road_following__v3,video_101.mp4,/scenarios/scenario_0421.json,lane_change,['interaction_present'],1,18.95,57.8,1.92,6.13,0.77,1.25,True,2,1,0:00:08,pedestrian,low,2.62,2.62,0.6073000000000001,0.617,0.985,day,good,True
scenario_0422__roundabout__v1,video_54.mp4,/scenarios/scenario_0422.json,intersection,['none'],0,64.92,83.61,10.23,15.52,13.45,18.78,False,0,1,,none,low,2.86,2.86,0.2593,0.0,0.731,day,poor,False
scenario_0423__intersection__v3,video_64.mp4,/scenarios/scenario_0423.json,lane_change,['none'],0,67.86,95.51,13.92,19.32,4.26,8.45,False,0,0,,none,high,11.08,11.08,0.4345,0.0,0.915,day,poor,True
scenario_0424__lane_change__v4,video_49.mp4,/scenarios/scenario_0424.json,on_road_following,['none'],0,72.22,97.11,8.4,13.01,5.6,12.92,False,0,0,,none,high,13.94,13.94,0.4264,0.0,0.888,day,poor,True
scenario_0425__intersection__v2,video_64.mp4,/scenarios/scenario_0425.json,on_road_following,['none'],0,56.92,92.75,5.97,8.04,15.82,19.87,False,0,0,,none,medium,6.4,6.4,0.3052,0.0,0.684,night,moderate,False
scenario_0426__roundabout__v2,video_101.mp4,/scenarios/scenario_0426.json,lane_change,['none'],0,50.21,75.06,4.99,10.49,13.48,6.11,False,0,0,,none,low,2.07,2.07,0.2602,0.003,0.73,dusk_dawn,good,False
scenario_0427__roundabout__v4,video_47.mp4,/scenarios/scenario_0427.json,lane_change,['none'],0,58.83,83.92,13.2,15.46,14.8,27.97,False,0,0,,none,medium,4.76,4.76,0.3112,0.0,0.704,day,moderate,False
scenario_0428__intersection__v3,video_138.mp4,/scenarios/scenario_0428.json,on_road_following,['interaction_present'],1,74.43,95.8,11.31,12.72,9.73,9.01,False,0,0,,none,low,0.82,0.82,0.3065,0.0,0.805,day,moderate,False
scenario_0429__roundabout__v4,video_29.mp4,/scenarios/scenario_0429.json,on_road_following,['interaction_present'],1,62.98,92.38,9.17,15.05,12.3,16.7,False,0,0,,none,medium,6.56,6.56,0.3512,0.0,0.754,night,good,False
scenario_0430__on_road_following__v4,video_17.mp4,/scenarios/scenario_0430.json,intersection,['none'],0,30.2,54.8,11.38,17.26,14.11,16.63,False,0,1,,none,high,11.67,11.67,0.3754,0.0,0.718,dusk_dawn,good,False
scenario_0431__intersection__v3,video_49.mp4,/scenarios/scenario_0431.json,roundabout,['interaction_present'],1,55.34,66.42,8.73,13.36,8.64,23.43,False,0,0,,none,medium,7.52,7.52,0.3731,0.0,0.827,day,good,False
scenario_0432__intersection__v4,video_6.mp4,/scenarios/scenario_0432.json,on_road_following,['interaction_present'],1,34.27,67.07,6.85,10.78,5.01,27.66,False,0,1,,none,high,12.17,12.17,0.455,0.0,0.9,day,poor,False
scenario_0433__intersection__v4,video_85.mp4,/scenarios/scenario_0433.json,intersection,['none'],0,25.1,32.48,11.41,16.77,19.41,7.7,False,0,0,,none,low,3.29,3.29,0.2236,0.0,0.612,dusk_dawn,good,False
scenario_0434__lane_change__v4,video_61.mp4,/scenarios/scenario_0434.json,on_road_following,['none'],0,20.19,63.01,13.52,15.04,3.33,24.1,False,0,0,,none,high,11.65,11.65,0.4399,0.0,0.933,night,good,False
scenario_0435__lane_change__v1,video_90.mp4,/scenarios/scenario_0435.json,on_road_following,['none'],0,69.83,97.59,9.19,15.03,7.36,29.55,False,0,0,,none,low,3.56,3.56,0.2958999999999999,0.0,0.853,day,moderate,False
scenario_0436__intersection__v2,video_64.mp4,/scenarios/scenario_0436.json,intersection,['none'],0,37.94,55.88,13.16,17.26,9.37,18.38,False,0,0,,none,low,3.44,3.44,0.2839,0.0,0.813,day,good,False
scenario_0437__on_road_following__v3,video_79.mp4,/scenarios/scenario_0437.json,on_road_following,['none'],0,73.8,105.13,5.31,8.18,3.53,5.5,False,0,0,,none,high,13.9,13.9,0.4387,0.0,0.929,day,good,False
scenario_0438__on_road_following__v3,video_96.mp4,/scenarios/scenario_0438.json,roundabout,['none'],0,44.18,62.16,4.95,6.59,11.17,22.75,False,0,1,,none,medium,5.12,5.12,0.3367,0.009,0.777,day,good,True
scenario_0439__roundabout__v1,video_17.mp4,/scenarios/scenario_0439.json,roundabout,['interaction_present'],1,23.29,55.76,4.91,8.56,9.12,8.38,False,0,0,,none,high,10.52,10.52,0.4376,0.018,0.818,day,poor,False
scenario_0440__lane_change__v2,video_95.mp4,/scenarios/scenario_0440.json,roundabout,['none'],0,21.86,61.09,12.18,15.66,10.39,8.15,False,0,0,,none,high,11.27,11.27,0.3976,0.0,0.792,night,poor,True
scenario_0441__intersection__v4,video_125.mp4,/scenarios/scenario_0441.json,on_road_following,['none'],0,31.9,66.76,6.72,12.23,17.67,16.47,False,0,0,,none,medium,6.0,6.0,0.2941,0.0,0.647,day,good,False
scenario_0442__on_road_following__v1,video_122.mp4,/scenarios/scenario_0442.json,lane_change,['none'],0,55.89,92.24,13.06,15.38,11.49,29.26,False,0,2,,none,high,10.72,10.72,0.391,0.0,0.77,day,poor,False
scenario_0443__on_road_following__v2,video_89.mp4,/scenarios/scenario_0443.json,intersection,['interaction_present'],1,24.07,68.17,9.34,14.91,19.5,25.28,False,0,0,,none,high,10.37,10.37,0.368,0.0,0.61,day,poor,False
scenario_0444__intersection__v3,video_67.mp4,/scenarios/scenario_0444.json,on_road_following,['none'],0,28.14,61.17,11.59,15.77,17.51,5.08,False,0,2,,none,medium,4.1,4.1,0.295,0.0,0.65,night,good,False
scenario_0445__on_road_following__v3,video_129.mp4,/scenarios/scenario_0445.json,on_road_following,['none'],0,47.45,56.04,7.22,8.68,19.01,15.4,False,0,0,,none,high,10.0,10.0,0.346,0.0,0.62,night,moderate,False
scenario_0446__lane_change__v3,video_32.mp4,/scenarios/scenario_0446.json,intersection,['none'],0,19.76,44.63,8.75,11.18,16.07,9.88,False,0,0,,none,medium,6.86,6.86,0.3037,0.0,0.679,night,poor,False
scenario_0447__intersection__v3,video_137.mp4,/scenarios/scenario_0447.json,roundabout,['none'],0,41.83,82.53,13.12,17.15,12.11,25.62,False,0,0,,none,high,11.32,11.32,0.3874,0.0,0.758,night,poor,False
scenario_0448__roundabout__v2,video_51.mp4,/scenarios/scenario_0448.json,intersection,"['crossing_vehicle', 'stop']",2,46.87,76.18,1.96,6.09,0.76,1.87,True,2,1,0:00:09,pedestrian,low,1.09,1.09,0.6287,0.608,0.985,night,moderate,True
scenario_0449__on_road_following__v1,video_121.mp4,/scenarios/scenario_0449.json,intersection,['none'],0,55.91,87.05,13.76,16.38,4.36,5.8,False,0,0,,none,high,11.62,11.62,0.4339,0.0,0.913,night,moderate,False
scenario_0450__intersection__v4,video_80.mp4,/scenarios/scenario_0450.json,roundabout,['none'],0,24.03,39.36,4.15,7.41,19.4,20.21,False,0,0,,none,low,2.36,2.36,0.2915999999999999,0.17,0.612,dusk_dawn,poor,True
scenario_0451__roundabout__v1,video_136.mp4,/scenarios/scenario_0451.json,on_road_following,['none'],0,73.41,88.2,7.39,10.26,6.62,11.78,False,0,0,,none,medium,7.44,7.44,0.3603999999999999,0.0,0.868,night,poor,False
scenario_0452__intersection__v2,video_123.mp4,/scenarios/scenario_0452.json,lane_change,['none'],0,39.84,71.99,6.19,10.22,11.63,24.49,False,0,0,,none,medium,7.83,7.83,0.3301,0.0,0.767,day,poor,False
scenario_0453__lane_change__v1,video_71.mp4,/scenarios/scenario_0453.json,intersection,['none'],0,54.38,59.78,4.13,8.1,3.71,21.8,False,0,0,,none,low,3.03,3.03,0.3873999999999999,0.174,0.926,day,good,False
scenario_0454__on_road_following__v3,video_87.mp4,/scenarios/scenario_0454.json,intersection,['none'],0,37.03,65.41,6.81,12.32,9.47,26.85,False,0,0,,none,high,11.13,11.13,0.4033,0.0,0.811,night,poor,False
scenario_0455__lane_change__v3,video_21.mp4,/scenarios/scenario_0455.json,intersection,['none'],0,22.11,52.43,3.51,7.04,3.92,23.02,False,0,0,,none,high,11.11,11.11,0.5558000000000001,0.298,0.922,dusk_dawn,poor,False
scenario_0456__on_road_following__v4,video_95.mp4,/scenarios/scenario_0456.json,lane_change,['none'],0,24.27,42.45,3.47,5.17,4.19,20.12,False,0,0,,none,low,2.31,2.31,0.4376,0.307,0.916,dusk_dawn,good,False
scenario_0457__roundabout__v2,video_76.mp4,/scenarios/scenario_0457.json,lane_change,['none'],0,66.63,96.05,13.03,14.33,19.85,18.64,False,0,0,,none,high,9.19,9.19,0.3409,0.0,0.603,dusk_dawn,poor,True
scenario_0458__intersection__v4,video_19.mp4,/scenarios/scenario_0458.json,intersection,['none'],0,54.84,98.87,12.17,17.78,2.68,25.07,False,0,0,,none,high,8.2,8.2,0.4438,0.0,0.946,day,poor,False
scenario_0459__intersection__v3,video_34.mp4,/scenarios/scenario_0459.json,roundabout,['interaction_present'],1,43.64,70.82,12.21,18.07,2.32,26.6,False,0,0,,none,high,9.66,9.66,0.4712,0.0,0.954,day,moderate,False
scenario_0460__on_road_following__v4,video_92.mp4,/scenarios/scenario_0460.json,intersection,['none'],0,37.71,68.57,8.56,13.92,7.52,20.84,False,0,0,,none,high,9.5,9.5,0.415,0.0,0.85,night,poor,False
scenario_0461__lane_change__v2,video_2.mp4,/scenarios/scenario_0461.json,roundabout,['none'],0,71.3,95.84,13.09,17.75,18.9,10.62,False,0,0,,none,high,9.81,9.81,0.3466,0.0,0.622,dusk_dawn,poor,False
scenario_0462__on_road_following__v2,video_113.mp4,/scenarios/scenario_0462.json,lane_change,['none'],0,64.09,105.45,7.89,11.69,8.56,29.57,False,0,0,,none,low,1.21,1.21,0.2886999999999999,0.0,0.829,day,moderate,True
scenario_0463__roundabout__v3,video_15.mp4,/scenarios/scenario_0463.json,intersection,['interaction_present'],1,23.36,63.05,5.99,11.97,4.73,27.33,False,0,0,,none,high,9.08,9.08,0.4565000000000001,0.0,0.905,night,good,False
scenario_0464__on_road_following__v1,video_94.mp4,/scenarios/scenario_0464.json,roundabout,['none'],0,58.03,92.7,9.83,14.57,3.36,11.66,False,0,0,,none,medium,7.3,7.3,0.3799,0.0,0.933,day,moderate,False
scenario_0465__on_road_following__v2,video_118.mp4,/scenarios/scenario_0465.json,intersection,['none'],0,57.75,64.54,5.46,9.53,4.44,6.13,False,0,0,,none,low,3.41,3.41,0.3133,0.0,0.911,day,poor,False
scenario_0466__intersection__v1,video_38.mp4,/scenarios/scenario_0466.json,intersection,['interaction_present'],1,47.09,64.77,6.95,10.15,3.87,27.42,False,0,0,,none,medium,6.98,6.98,0.4019,0.0,0.923,dusk_dawn,poor,False
